MÊS;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;;;
abr/21;ETANOL HIDRATADO;12140;R$/l;3,826;0,540;2,379;6,259;-;0,141;-;-;-;-;-;;;
abr/21;GASOLINA ADITIVADA;9971;R$/l;5,601;0,362;3,457;6,999;-;0,065;-;-;-;-;-;;;
abr/21;GASOLINA COMUM;13478;R$/l;5,448;0,353;3,899;6,890;-;0,065;-;-;-;-;-;;;
abr/21;GLP;9463;R$/13kg;85,006;7,916;64,000;120,000;-;0,093;-;-;-;-;-;;;
abr/21;GNV;1167;R$/m³;3,276;0,379;2,499;4,598;-;0,116;-;-;-;-;-;;;
abr/21;OLEO DIESEL;5534;R$/l;4,202;0,280;3,599;5,899;-;0,067;-;-;-;-;-;;;
abr/21;OLEO DIESEL S10;10648;R$/l;4,263;0,256;3,699;5,780;-;0,060;-;-;-;-;-;;;
mai/21;ETANOL HIDRATADO;14067;R$/l;4,250;0,476;3,199;6,595;-;0,112;-;-;-;-;-;;;
mai/21;GASOLINA ADITIVADA;11293;R$/l;5,760;0,345;4,599;6,999;-;0,060;-;-;-;-;-;;;
mai/21;GASOLINA COMUM;15498;R$/l;5,604;0,341;4,199;6,997;-;0,061;-;-;-;-;-;;;
mai/21;GLP;11240;R$/13kg;85,374;8,323;64,990;125,000;-;0,097;-;-;-;-;-;;;
mai/21;GNV;1229;R$/m³;3,834;0,468;2,599;5,399;-;0,122;-;-;-;-;-;;;
mai/21;OLEO DIESEL;6279;R$/l;4,470;0,280;3,099;6,130;-;0,063;-;-;-;-;-;;;
mai/21;OLEO DIESEL S10;12096;R$/l;4,526;0,255;3,299;6,130;-;0,056;-;-;-;-;-;;;
jun/21;ETANOL HIDRATADO;16976;R$/l;4,358;0,514;3,097;6,999;-;0,118;-;-;-;-;-;;;
jun/21;GASOLINA ADITIVADA;13957;R$/l;5,829;0,335;4,199;6,999;-;0,057;-;-;-;-;-;;;
jun/21;GASOLINA COMUM;18804;R$/l;5,687;0,331;4,398;6,890;-;0,058;-;-;-;-;-;;;
jun/21;GLP;13756;R$/13kg;87,430;8,227;58,000;130,000;-;0,094;-;-;-;-;-;;;
jun/21;GNV;1370;R$/m³;3,876;0,454;2,749;5,488;-;0,117;-;-;-;-;-;;;
jun/21;OLEO DIESEL;8127;R$/l;4,505;0,268;3,099;6,100;-;0,059;-;-;-;-;-;;;
jun/21;OLEO DIESEL S10;14966;R$/l;4,569;0,247;2,805;6,349;-;0,054;-;-;-;-;-;;;
jul/21;ETANOL HIDRATADO;16109;R$/l;4,318;0,555;3,189;6,999;-;0,129;-;-;-;-;-;;;
jul/21;GASOLINA ADITIVADA;13572;R$/l;5,945;0,352;4,690;7,097;-;0,059;-;-;-;-;-;;;
jul/21;GASOLINA COMUM;18134;R$/l;5,807;0,354;4,549;6,999;-;0,061;-;-;-;-;-;;;
jul/21;GLP;13308;R$/13kg;91,916;8,469;64,990;130,000;-;0,092;-;-;-;-;-;;;
jul/21;GNV;1295;R$/m³;3,938;0,462;2,749;5,649;-;0,117;-;-;-;-;-;;;
jul/21;OLEO DIESEL;8098;R$/l;4,589;0,271;3,889;6,398;-;0,059;-;-;-;-;-;;;
jul/21;OLEO DIESEL S10;14691;R$/l;4,646;0,251;3,899;6,200;-;0,054;-;-;-;-;-;;;
ago/21;ETANOL HIDRATADO;18263;R$/l;4,476;0,539;3,449;6,999;-;0,120;-;-;-;-;-;;;
ago/21;GASOLINA ADITIVADA;15127;R$/l;6,068;0,352;4,799;7,987;-;0,058;-;-;-;-;-;;;
ago/21;GASOLINA COMUM;20490;R$/l;5,933;0,355;4,599;7,219;-;0,060;-;-;-;-;-;;;
ago/21;GLP;15098;R$/13kg;93,427;8,330;65,990;130,000;-;0,089;-;-;-;-;-;;;
ago/21;GNV;1425;R$/m³;4,037;0,483;2,749;5,689;-;0,120;-;-;-;-;-;;;
ago/21;OLEO DIESEL;9015;R$/l;4,611;0,273;3,780;6,350;-;0,059;-;-;-;-;-;;;
ago/21;OLEO DIESEL S10;16567;R$/l;4,670;0,253;4,005;6,399;-;0,054;-;-;-;-;-;;;
set/21;ETANOL HIDRATADO;17403;R$/l;4,698;0,502;3,799;7,199;-;0,107;-;-;-;-;-;;;
set/21;GASOLINA ADITIVADA;14482;R$/l;6,216;0,349;5,099;7,987;-;0,056;-;-;-;-;-;;;
set/21;GASOLINA COMUM;19641;R$/l;6,078;0,349;5,049;7,236;-;0,057;-;-;-;-;-;;;
set/21;GLP;14906;R$/13kg;97,736;8,523;70,000;135,000;-;0,087;-;-;-;-;-;;;
set/21;GNV;1319;R$/m³;4,136;0,431;2,849;5,799;-;0,104;-;-;-;-;-;;;
set/21;OLEO DIESEL;8734;R$/l;4,728;0,277;3,699;6,480;-;0,059;-;-;-;-;-;;;
set/21;OLEO DIESEL S10;15838;R$/l;4,773;0,256;4,009;6,490;-;0,054;-;-;-;-;-;;;
out/21;ETANOL HIDRATADO;16652;R$/l;4,883;0,493;4,090;7,399;-;0,101;-;-;-;-;-;;;
out/21;GASOLINA ADITIVADA;13992;R$/l;6,487;0,406;4,690;7,999;-;0,063;-;-;-;-;-;;;
out/21;GASOLINA COMUM;18692;R$/l;6,341;0,402;4,690;7,889;-;0,063;-;-;-;-;-;;;
out/21;GLP;14016;R$/13kg;100,782;8,725;74,000;135,000;-;0,087;-;-;-;-;-;;;
out/21;GNV;1372;R$/m³;4,145;0,431;2,849;5,949;-;0,104;-;-;-;-;-;;;
out/21;OLEO DIESEL;8300;R$/l;5,033;0,294;3,890;6,420;-;0,058;-;-;-;-;-;;;
out/21;OLEO DIESEL S10;15236;R$/l;5,096;0,286;4,049;6,799;-;0,056;-;-;-;-;-;;;
nov/21;ETANOL HIDRATADO;19182;R$/l;5,370;0,481;4,099;7,899;-;0,090;-;-;-;-;-;;;
nov/21;GASOLINA ADITIVADA;16091;R$/l;6,899;0,370;5,397;8,990;-;0,054;-;-;-;-;-;;;
nov/21;GASOLINA COMUM;21514;R$/l;6,744;0,372;5,259;7,999;-;0,055;-;-;-;-;-;;;
nov/21;GLP;16279;R$/13kg;102,444;8,713;75,000;140,000;-;0,085;-;-;-;-;-;;;
nov/21;GNV;1606;R$/m³;4,299;0,446;2,849;6,699;-;0,104;-;-;-;-;-;;;
nov/21;OLEO DIESEL;9627;R$/l;5,359;0,265;4,070;6,700;-;0,049;-;-;-;-;-;;;
nov/21;OLEO DIESEL S10;17589;R$/l;5,444;0,252;4,099;6,800;-;0,046;-;-;-;-;-;;;
dez/21;ETANOL HIDRATADO;18420;R$/l;5,141;0,559;3,997;7,899;-;0,109;-;-;-;-;-;;;
dez/21;GASOLINA ADITIVADA;15597;R$/l;6,824;0,367;5,299;8,990;-;0,054;-;-;-;-;-;;;
dez/21;GASOLINA COMUM;20695;R$/l;6,670;0,364;5,299;7,962;-;0,055;-;-;-;-;-;;;
dez/21;GLP;15765;R$/13kg;102,320;8,951;77,990;140,000;-;0,087;-;-;-;-;-;;;
dez/21;GNV;1526;R$/m³;4,341;0,399;3,179;6,199;-;0,092;-;-;-;-;-;;;
dez/21;OLEO DIESEL;9414;R$/l;5,347;0,270;4,070;6,986;-;0,050;-;-;-;-;-;;;
dez/21;OLEO DIESEL S10;17148;R$/l;5,424;0,257;4,499;6,959;-;0,047;-;-;-;-;-;;;
jan/22;ETANOL HIDRATADO;17662;R$/l;5,038;0,543;4,099;7,797;-;0,108;-;-;-;-;-;;;
jan/22;GASOLINA ADITIVADA;14967;R$/l;6,767;0,367;5,699;8,699;-;0,054;-;-;-;-;-;;;
jan/22;GASOLINA COMUM;19920;R$/l;6,635;0,368;5,489;8,029;-;0,055;-;-;-;-;-;;;
jan/22;GLP;15161;R$/13kg;102,408;9,122;78,000;140,000;-;0,089;-;-;-;-;-;;;
jan/22;GNV;1495;R$/m³;4,452;0,492;3,179;6,299;-;0,111;-;-;-;-;-;;;
jan/22;OLEO DIESEL;9154;R$/l;5,497;0,295;4,070;6,905;-;0,054;-;-;-;-;-;;;
jan/22;OLEO DIESEL S10;16513;R$/l;5,562;0,281;4,540;7,005;-;0,051;-;-;-;-;-;;;
fev/22;ETANOL HIDRATADO;17522;R$/l;4,744;0,632;3,770;7,699;-;0,133;-;-;-;-;-;;;
fev/22;GASOLINA ADITIVADA;15151;R$/l;6,727;0,385;5,699;8,699;-;0,057;-;-;-;-;-;;;
fev/22;GASOLINA COMUM;20006;R$/l;6,600;0,383;5,579;7,999;-;0,058;-;-;-;-;-;;;
fev/22;GLP;15160;R$/13kg;102,516;9,146;78,000;140,000;-;0,089;-;-;-;-;-;;;
fev/22;GNV;1443;R$/m³;4,635;0,579;3,179;6,821;-;0,125;-;-;-;-;-;;;
fev/22;OLEO DIESEL;9124;R$/l;5,592;0,272;4,349;6,985;-;0,049;-;-;-;-;-;;;
fev/22;OLEO DIESEL S10;16657;R$/l;5,655;0,262;4,369;7,085;-;0,046;-;-;-;-;-;;;
mar/22;ETANOL HIDRATADO;20371;R$/l;4,842;0,616;3,770;7,989;-;0,127;-;-;-;-;-;;;
mar/22;GASOLINA ADITIVADA;17316;R$/l;7,122;0,505;5,789;9,099;-;0,071;-;-;-;-;-;;;
mar/22;GASOLINA COMUM;23030;R$/l;7,012;0,505;5,190;8,949;-;0,072;-;-;-;-;-;;;
mar/22;GLP;17792;R$/13kg;109,310;10,992;78,000;160,000;-;0,101;-;-;-;-;-;;;
mar/22;GNV;1615;R$/m³;4,726;0,559;3,179;6,821;-;0,118;-;-;-;-;-;;;
mar/22;OLEO DIESEL;10449;R$/l;6,288;0,546;4,599;7,980;-;0,087;-;-;-;-;-;;;
mar/22;OLEO DIESEL S10;19154;R$/l;6,382;0,558;4,899;8,065;-;0,087;-;-;-;-;-;;;
abr/22;ETANOL HIDRATADO;18369;R$/l;5,326;0,547;4,099;7,900;-;0,103;-;-;-;-;-;;;
abr/22;GASOLINA ADITIVADA;15728;R$/l;7,344;0,411;6,379;8,999;-;0,056;-;-;-;-;-;;;
abr/22;GASOLINA COMUM;20863;R$/l;7,245;0,407;6,099;8,599;-;0,056;-;-;-;-;-;;;
abr/22;GLP;15760;R$/13kg;113,513;10,002;78,000;160,000;-;0,088;-;-;-;-;-;;;
abr/22;GNV;1459;R$/m³;4,764;0,594;3,179;6,880;-;0,125;-;-;-;-;-;;;
abr/22;OLEO DIESEL;9693;R$/l;6,602;0,313;4,999;7,979;-;0,047;-;-;-;-;-;;;
abr/22;OLEO DIESEL S10;17359;R$/l;6,733;0,297;4,659;8,065;-;0,044;-;-;-;-;-;;;
mai/22;ETANOL HIDRATADO;21399;R$/l;5,27;0,657;4,17;7,90;-;0,125;-;-;-;-;-;;;
mai/22;GASOLINA ADITIVADA;18289;R$/l;7,39;0,421;6,29;9,00;-;0,057;-;-;-;-;-;;;
mai/22;GASOLINA COMUM;24261;R$/l;7,28;0,426;6,18;8,99;-;0,059;-;-;-;-;-;;;
mai/22;GLP;18129;R$/13kg;112,86;10,172;84,99;160,00;-;0,090;-;-;-;-;-;;;
mai/22;GNV;1740;R$/m³;5,24;0,631;3,18;7,43;-;0,120;-;-;-;-;-;;;
mai/22;OLEO DIESEL;11187;R$/l;6,84;0,384;5,49;8,69;-;0,056;-;-;-;-;-;;;
mai/22;OLEO DIESEL S10;20206;R$/l;6,97;0,362;5,38;8,49;-;0,052;-;-;-;-;-;;;
jun/22;ETANOL HIDRATADO;21499;R$/l;4,90;0,766;3,69;7,90;-;0,156;-;-;-;-;-;;;
jun/22;GASOLINA ADITIVADA;18336;R$/l;7,35;0,465;5,59;9,28;-;0,063;-;-;-;-;-;;;
jun/22;GASOLINA COMUM;24407;R$/l;7,25;0,474;5,58;8,99;-;0,065;-;-;-;-;-;;;
jun/22;GLP;18131;R$/13kg;112,55;10,309;72,00;160,00;-;0,092;-;-;-;-;-;;;
jun/22;GNV;1763;R$/m³;5,30;0,620;3,18;7,42;-;0,117;-;-;-;-;-;;;
jun/22;OLEO DIESEL;11108;R$/l;7,20;0,494;5,64;8,99;-;0,069;-;-;-;-;-;;;
jun/22;OLEO DIESEL S10;20209;R$/l;7,32;0,476;5,39;9,15;-;0,065;-;-;-;-;-;;;
jul/22;ETANOL HIDRATADO;19372;R$/l;4,36;0,737;3,39;7,89;-;0,169;-;-;-;-;-;;;
jul/22;GASOLINA ADITIVADA;16343;R$/l;6,19;0,509;4,99;9,28;-;0,082;-;-;-;-;-;;;
jul/22;GASOLINA COMUM;21917;R$/l;6,05;0,491;4,92;8,52;-;0,081;-;-;-;-;-;;;
jul/22;GLP;16371;R$/13kg;112,07;10,440;81,99;160,00;-;0,093;-;-;-;-;-;;;
jul/22;GNV;1558;R$/m³;5,10;0,645;3,18;7,99;-;0,126;-;-;-;-;-;;;
jul/22;OLEO DIESEL;9996;R$/l;7,46;0,309;5,69;9,00;-;0,041;-;-;-;-;-;;;
jul/22;OLEO DIESEL S10;18176;R$/l;7,57;0,294;6,29;9,00;-;0,039;-;-;-;-;-;;;
ago/22;ETANOL HIDRATADO;23455;R$/l;3,95;0,648;2,89;7,19;-;0,164;-;-;-;-;-;;;
ago/22;GASOLINA ADITIVADA;19665;R$/l;5,55;0,381;4,13;8,82;-;0,069;-;-;-;-;-;;;
ago/22;GASOLINA COMUM;26424;R$/l;5,39;0,356;4,13;8,75;-;0,066;-;-;-;-;-;;;
ago/22;GLP;19487;R$/13kg;111,62;10,381;81,99;160,00;-;0,093;-;-;-;-;-;;;
ago/22;GNV;1889;R$/m³;5,05;0,595;3,18;6,89;-;0,118;-;-;-;-;-;;;
ago/22;OLEO DIESEL;11965;R$/l;7,10;0,379;6,24;8,99;-;0,053;-;-;-;-;-;;;
ago/22;OLEO DIESEL S10;22090;R$/l;7,19;0,376;5,46;9,00;-;0,052;-;-;-;-;-;;;
set/22;ETANOL HIDRATADO;10699;R$/l;3,48;0,672;2,61;6,99;-;0,193;-;-;-;-;-;;;
set/22;GASOLINA ADITIVADA;9148;R$/l;5,15;0,366;4,29;8,82;-;0,071;-;-;-;-;-;;;
set/22;GASOLINA COMUM;12154;R$/l;5,00;0,349;4,15;7,09;-;0,070;-;-;-;-;-;;;
set/22;GLP;8679;R$/13kg;112,36;10,177;81,99;160,00;-;0,091;-;-;-;-;-;;;
set/22;GNV;870;R$/m³;4,99;0,560;3,18;7,43;-;0,112;-;-;-;-;-;;;
set/22;OLEO DIESEL;5389;R$/l;6,85;0,341;3,14;8,89;-;0,050;-;-;-;-;-;;;
set/22;OLEO DIESEL S10;9968;R$/l;6,94;0,333;5,49;8,89;-;0,048;-;-;-;-;-;;;
out/22;ETANOL HIDRATADO;7713;R$/l;3,56;0,436;2,49;6,90;-;0,122;-;-;-;-;-;;;
out/22;GASOLINA ADITIVADA;6974;R$/l;5,06;0,334;4,09;8,15;-;0,066;-;-;-;-;-;;;
out/22;GASOLINA COMUM;8849;R$/l;4,89;0,279;3,49;7,34;-;0,057;-;-;-;-;-;;;
out/22;GLP;4162;R$/13kg;109,75;9,823;68,00;149,00;-;0,090;-;-;-;-;-;;;
out/22;GNV;916;R$/m³;4,90;0,492;3,19;6,89;-;0,100;-;-;-;-;-;;;
out/22;OLEO DIESEL;3250;R$/l;6,56;0,336;4,60;8,52;-;0,051;-;-;-;-;-;;;
out/22;OLEO DIESEL S10;5787;R$/l;6,68;0,336;3,59;8,49;-;0,050;-;-;-;-;-;;;
nov/22;ETANOL HIDRATADO;11631;R$/l;3,83;0,401;3,07;6,97;-;0,105;-;-;-;-;-;;;
nov/22;GASOLINA ADITIVADA;10382;R$/l;5,20;0,323;4,29;8,88;-;0,062;-;-;-;-;-;;;
nov/22;GASOLINA COMUM;13443;R$/l;5,04;0,293;4,09;7,54;-;0,058;-;-;-;-;-;;;
nov/22;GLP;7859;R$/13kg;110,17;9,888;79,99;150,00;-;0,090;-;-;-;-;-;;;
nov/22;GNV;1258;R$/m³;4,80;0,528;3,19;6,79;-;0,110;-;-;-;-;-;;;
nov/22;OLEO DIESEL;5480;R$/l;6,58;0,327;5,09;8,52;-;0,050;-;-;-;-;-;;;
nov/22;OLEO DIESEL S10;9246;R$/l;6,69;0,327;5,75;8,59;-;0,049;-;-;-;-;-;;;
dez/22;ETANOL HIDRATADO;11662;R$/l;3,84;0,403;3,00;6,54;-;0,105;-;-;-;-;-;;;
dez/22;GASOLINA ADITIVADA;10560;R$/l;5,15;0,334;4,16;7,99;-;0,065;-;-;-;-;-;;;
dez/22;GASOLINA COMUM;13541;R$/l;4,97;0,299;4,09;7,69;-;0,060;-;-;-;-;-;;;
dez/22;GLP;10879;R$/13kg;109,18;10,753;80,00;150,00;-;0,098;-;-;-;-;-;;;
dez/22;GNV;1245;R$/m³;4,77;0,561;3,19;6,74;-;0,117;-;-;-;-;-;;;
dez/22;OLEO DIESEL;5682;R$/l;6,36;0,372;4,62;8,52;-;0,058;-;-;-;-;-;;;
dez/22;OLEO DIESEL S10;9398;R$/l;6,49;0,366;5,57;9,65;-;0,056;-;-;-;-;-;;;
jan/23;ETANOL HIDRATADO;15382;R$/l;3,88;0,425;3,06;6,57;-;0,110;-;-;-;-;-;;;
jan/23;GASOLINA ADITIVADA;13952;R$/l;5,22;0,354;3,47;7,99;-;0,068;-;-;-;-;-;;;
jan/23;GASOLINA COMUM;17732;R$/l;5,05;0,324;4,09;8,19;-;0,064;-;-;-;-;-;;;
jan/23;GLP;16865;R$/13kg;108,27;11,142;77,99;150,00;-;0,103;-;-;-;-;-;;;
jan/23;GNV;1576;R$/m³;4,73;0,551;3,19;6,71;-;0,116;-;-;-;-;-;;;
jan/23;OLEO DIESEL;7622;R$/l;6,33;0,370;4,89;7,99;-;0,058;-;-;-;-;-;;;
jan/23;OLEO DIESEL S10;12763;R$/l;6,44;0,370;5,59;8,85;-;0,057;-;-;-;-;-;;;
fev/23;ETANOL HIDRATADO;13792;R$/l;3,80;0,434;3,03;6,96;-;0,114;-;-;-;-;-;;;
fev/23;GASOLINA ADITIVADA;12548;R$/l;5,27;0,355;3,89;7,99;-;0,067;-;-;-;-;-;;;
fev/23;GASOLINA COMUM;16013;R$/l;5,09;0,335;4,09;7,00;-;0,066;-;-;-;-;-;;;
fev/23;GLP;15664;R$/13kg;107,89;11,490;70,00;155,00;-;0,106;-;-;-;-;-;;;
fev/23;GNV;1275;R$/m³;4,60;0,571;3,28;6,59;-;0,124;-;-;-;-;-;;;
fev/23;OLEO DIESEL;7148;R$/l;6,06;0,425;4,89;7,99;-;0,070;-;-;-;-;-;;;
fev/23;OLEO DIESEL S10;11613;R$/l;6,16;0,425;5,27;8,85;-;0,069;-;-;-;-;-;;;
mar/23;ETANOL HIDRATADO;15959;R$/l;3,93;0,442;3,13;6,57;-;0,112;-;-;-;-;-;;;
mar/23;GASOLINA ADITIVADA;14385;R$/l;5,69;0,368;4,52;8,97;-;0,065;-;-;-;-;-;;;
mar/23;GASOLINA COMUM;18512;R$/l;5,52;0,355;4,23;7,19;-;0,064;-;-;-;-;-;;;
mar/23;GLP;17385;R$/13kg;107,56;11,590;70,00;155,00;-;0,108;-;-;-;-;-;;;
mar/23;GNV;1499;R$/m³;4,52;0,548;3,28;6,59;-;0,121;-;-;-;-;-;;;
mar/23;OLEO DIESEL;8358;R$/l;5,88;0,396;4,59;7,69;-;0,067;-;-;-;-;-;;;
mar/23;OLEO DIESEL S10;13451;R$/l;5,95;0,401;5,09;8,91;-;0,067;-;-;-;-;-;;;
abr/23;ETANOL HIDRATADO;15133;R$/l;3,97;0,415;3,17;6,59;-;0,104;-;-;-;-;-;;;
abr/23;GASOLINA ADITIVADA;13668;R$/l;5,68;0,368;4,64;7,99;-;0,065;-;-;-;-;-;;;
abr/23;GASOLINA COMUM;17619;R$/l;5,51;0,359;4,34;7,35;-;0,065;-;-;-;-;-;;;
abr/23;GLP;15896;R$/13kg;107,58;11,855;74,99;155,00;-;0,110;-;-;-;-;-;;;
abr/23;GNV;1420;R$/m³;4,51;0,535;3,28;6,59;-;0,119;-;-;-;-;-;;;
abr/23;OLEO DIESEL;8094;R$/l;5,76;0,391;4,76;7,69;-;0,068;-;-;-;-;-;;;
abr/23;OLEO DIESEL S10;12682;R$/l;5,81;0,406;4,99;9,00;-;0,070;-;-;-;-;-;;;
mai/23;ETANOL HIDRATADO;18997;R$/l;3,97;0,447;2,99;6,50;-;0,112;-;-;-;-;-;;;
mai/23;GASOLINA ADITIVADA;17231;R$/l;5,56;0,392;4,49;7,99;-;0,070;-;-;-;-;-;;;
mai/23;GASOLINA COMUM;22262;R$/l;5,39;0,386;4,09;7,35;-;0,072;-;-;-;-;-;;;
mai/23;GLP;21102;R$/13kg;107,29;11,884;70,00;155,00;-;0,111;-;-;-;-;-;;;
mai/23;GNV;1741;R$/m³;4,38;0,602;3,15;6,59;-;0,137;-;-;-;-;-;;;
mai/23;OLEO DIESEL;10274;R$/l;5,37;0,461;3,97;7,69;-;0,086;-;-;-;-;-;;;
mai/23;OLEO DIESEL S10;16072;R$/l;5,42;0,472;4,49;9,00;-;0,087;-;-;-;-;-;;;
jun/23;ETANOL HIDRATADO;15938;R$/l;3,76;0,481;2,97;6,73;-;0,128;-;-;-;-;-;;;
jun/23;GASOLINA ADITIVADA;14417;R$/l;5,57;0,342;4,59;7,99;-;0,061;-;-;-;-;-;;;
jun/23;GASOLINA COMUM;18686;R$/l;5,38;0,335;4,43;7,00;-;0,062;-;-;-;-;-;;;
jun/23;GLP;18429;R$/13kg;103,46;12,266;72,99;155,00;-;0,119;-;-;-;-;-;;;
jun/23;GNV;1540;R$/m³;4,29;0,597;3,09;6,59;-;0,139;-;-;-;-;-;;;
jun/23;OLEO DIESEL;8563;R$/l;5,02;0,372;4,09;7,29;-;0,074;-;-;-;-;-;;;
jun/23;OLEO DIESEL S10;13659;R$/l;5,08;0,393;4,39;9,00;-;0,077;-;-;-;-;-;;;
jul/23;ETANOL HIDRATADO;17641;R$/l;3,79;0,545;2,79;6,73;-;0,143;-;-;-;-;-;;;
jul/23;GASOLINA ADITIVADA;16104;R$/l;5,79;0,358;4,74;8,39;-;0,062;-;-;-;-;-;;;
jul/23;GASOLINA COMUM;20770;R$/l;5,61;0,359;4,58;7,39;-;0,064;-;-;-;-;-;;;
jul/23;GLP;20726;R$/13kg;101,99;12,240;69,99;155,00;-;0,120;-;-;-;-;-;;;
jul/23;GNV;1564;R$/m³;4,53;0,565;3,15;6,62;-;0,125;-;-;-;-;-;;;
jul/23;OLEO DIESEL;9588;R$/l;4,94;0,366;4,09;7,19;-;0,074;-;-;-;-;-;;;
jul/23;OLEO DIESEL S10;15193;R$/l;5,00;0,378;4,32;9,00;-;0,076;-;-;-;-;-;;;
ago/23;ETANOL HIDRATADO;17990;R$/l;3,63;0,590;2,75;6,73;-;0,162;-;-;-;-;-;;;
ago/23;GASOLINA ADITIVADA;16659;R$/l;5,88;0,414;4,69;8,94;-;0,070;-;-;-;-;-;;;
ago/23;GASOLINA COMUM;21321;R$/l;5,71;0,420;4,49;7,62;-;0,074;-;-;-;-;-;;;
ago/23;GLP;21206;R$/13kg;101,09;12,282;69,99;150,00;-;0,121;-;-;-;-;-;;;
ago/23;GNV;1667;R$/m³;4,44;0,551;3,39;6,59;-;0,124;-;-;-;-;-;;;
ago/23;OLEO DIESEL;9950;R$/l;5,51;0,583;4,09;7,75;-;0,106;-;-;-;-;-;;;
ago/23;OLEO DIESEL S10;15338;R$/l;5,61;0,598;4,19;8,49;-;0,107;-;-;-;-;-;;;
set/23;ETANOL HIDRATADO;15629;R$/l;3,64;0,572;2,69;6,60;-;0,157;-;-;-;-;-;;;
set/23;GASOLINA ADITIVADA;14567;R$/l;5,99;0,378;4,84;8,69;-;0,063;-;-;-;-;-;;;
set/23;GASOLINA COMUM;18534;R$/l;5,83;0,386;4,74;7,62;-;0,066;-;-;-;-;-;;;
set/23;GLP;18862;R$/13kg;101,41;11,950;69,99;150,00;-;0,118;-;-;-;-;-;;;
set/23;GNV;1449;R$/m³;4,39;0,555;3,39;6,69;-;0,126;-;-;-;-;-;;;
set/23;OLEO DIESEL;8603;R$/l;6,08;0,328;4,09;7,96;-;0,054;-;-;-;-;-;;;
set/23;OLEO DIESEL S10;13469;R$/l;6,20;0,318;4,79;8,49;-;0,051;-;-;-;-;-;;;
out/23;ETANOL HIDRATADO;18476;R$/l;3,60;0,558;2,78;6,60;-;0,155;-;-;-;-;-;;;
out/23;GASOLINA ADITIVADA;17141;R$/l;5,90;0,392;4,79;8,69;-;0,066;-;-;-;-;-;;;
out/23;GASOLINA COMUM;21858;R$/l;5,73;0,396;4,59;7,62;-;0,069;-;-;-;-;-;;;
out/23;GLP;21925;R$/13kg;101,76;12,200;65,00;150,00;-;0,120;-;-;-;-;-;;;
out/23;GNV;1700;R$/m³;4,33;0,571;2,39;6,69;-;0,132;-;-;-;-;-;;;
out/23;OLEO DIESEL;10186;R$/l;6,08;0,335;4,09;7,96;-;0,055;-;-;-;-;-;;;
out/23;OLEO DIESEL S10;15939;R$/l;6,22;0,330;4,66;8,89;-;0,053;-;-;-;-;-;;;
nov/23;ETANOL HIDRATADO;16931;R$/l;3,56;0,537;2,78;6,60;-;0,151;-;-;-;-;-;;;
nov/23;GASOLINA ADITIVADA;15656;R$/l;5,82;0,403;4,69;8,69;-;0,069;-;-;-;-;-;;;
nov/23;GASOLINA COMUM;19956;R$/l;5,63;0,405;4,49;7,70;-;0,072;-;-;-;-;-;;;
nov/23;GLP;20290;R$/13kg;101,38;12,644;67,00;155,00;-;0,125;-;-;-;-;-;;;
nov/23;GNV;1572;R$/m³;4,42;0,524;3,54;6,69;-;0,118;-;-;-;-;-;;;
nov/23;OLEO DIESEL;9168;R$/l;6,08;0,353;4,49;7,95;-;0,058;-;-;-;-;-;;;
nov/23;OLEO DIESEL S10;14618;R$/l;6,20;0,352;4,99;8,89;-;0,057;-;-;-;-;-;;;
dez/23;ETANOL HIDRATADO;15981;R$/l;3,48;0,543;2,69;6,60;-;0,156;-;-;-;-;-;;;
dez/23;GASOLINA ADITIVADA;14650;R$/l;5,79;0,404;4,69;9,79;-;0,070;-;-;-;-;-;;;
dez/23;GASOLINA COMUM;18822;R$/l;5,60;0,402;4,55;7,70;-;0,072;-;-;-;-;-;;;
dez/23;GLP;18716;R$/13kg;100,93;12,819;67,00;154,00;-;0,127;-;-;-;-;-;;;
dez/23;GNV;1488;R$/m³;4,44;0,498;3,54;6,69;-;0,112;-;-;-;-;-;;;
dez/23;OLEO DIESEL;8582;R$/l;5,92;0,376;4,69;7,95;-;0,063;-;-;-;-;-;;;
dez/23;OLEO DIESEL S10;13664;R$/l;6,02;0,386;4,89;8,89;-;0,064;-;-;-;-;-;;;
jan/24;ETANOL HIDRATADO;19235;R$/l;3,42;0,555;2,63;6,60;-;0,162;-;-;-;-;-;;;
jan/24;GASOLINA ADITIVADA;17895;R$/l;5,76;0,399;4,69;8,69;-;0,069;-;-;-;-;-;;;
jan/24;GASOLINA COMUM;22735;R$/l;5,57;0,395;4,55;7,99;-;0,071;-;-;-;-;-;;;
jan/24;GLP;22704;R$/13kg;100,88;12,942;67,00;154,00;-;0,128;-;-;-;-;-;;;
jan/24;GNV;1784;R$/m³;4,58;0,468;3,54;6,69;-;0,102;-;-;-;-;-;;;
